user_id,signup_date,plan_type,monthly_price,login_frequency_per_week,watch_time_hours_per_week,last_active_days,payment_failures,support_tickets,months_subscribed,cancelled
10126,2023-04-09,Basic,199,2,4.5,28,0,2,4,0
10127,2024-11-14,Basic,199,3,5.9,10,0,0,19,0
10128,2024-12-26,Standard,299,3,3.4,23,0,1,21,0
10129,2024-06-30,Basic,199,3,10.3,0,0,0,7,0
10130,2024-09-04,Basic,199,3,4.9,26,0,1,8,1
10131,2024-04-06,Standard,299,7,9.9,22,0,0,19,0
10132,2024-10-04,Basic,199,5,3.1,2,0,0,8,0
10133,2023-01-05,Standard,299,6,11.6,17,0,1,9,1
10134,2023-08-06,Basic,199,1,2.9,20,0,0,19,1
10135,2024-05-17,Basic,199,4,0.0,3,0,0,18,0
10136,2024-02-02,Basic,199,3,12.9,28,1,0,14,1
10137,2024-01-28,Premium,499,7,4.6,8,0,2,18,0
10138,2023-07-26,Basic,199,4,15.0,10,0,0,5,0
10139,2023-01-15,Premium,499,3,10.3,16,0,0,1,0
10140,2024-07-07,Basic,199,7,11.2,10,0,0,6,0
10141,2024-04-05,Premium,499,1,12.2,2,0,0,7,0
10142,2024-11-21,Basic,199,4,8.5,18,0,0,5,0
10143,2024-07-28,Standard,299,3,8.5,19,0,0,8,0
10144,2023-08-29,Standard,299,5,13.1,22,1,2,6,1
10145,2024-07-17,Premium,499,2,8.4,20,0,0,1,0
10146,2023-04-06,Basic,199,4,5.1,10,0,1,12,0
10147,2024-04-29,Basic,199,4,10.3,25,0,0,5,0
10148,2024-02-11,Basic,199,4,0.0,13,1,0,5,0
10149,2023-08-19,Premium,499,6,13.3,5,0,0,15,0
10150,2024-10-16,Standard,299,8,13.4,18,1,0,17,0
10151,2023-06-20,Premium,499,5,12.8,20,0,0,5,0
10152,2024-06-24,Basic,199,3,12.6,28,0,0,19,1
10153,2023-02-05,Basic,199,4,7.7,14,0,1,10,0
10154,2024-06-08,Basic,199,4,7.6,27,0,0,3,0
10155,2023-06-09,Premium,499,4,3.1,10,0,0,11,0
10156,2024-11-29,Standard,299,7,15.0,17,0,0,8,0
10157,2023-08-31,Premium,499,5,6.1,3,1,1,13,1
10158,2023-03-27,Basic,199,5,9.4,27,0,1,6,0
10159,2024-07-31,Standard,299,6,9.0,18,0,1,3,0
10160,2024-11-12,Standard,299,2,2.6,2,0,0,19,1
10161,2024-07-10,Basic,199,7,1.0,11,0,4,7,1
10162,2024-07-27,Premium,499,3,8.0,3,0,0,2,0
10163,2024-10-07,Premium,499,5,6.2,23,0,1,22,0
10164,2023-01-28,Premium,499,2,7.6,11,0,1,19,0
10165,2024-09-11,Standard,299,4,12.3,23,0,1,13,0
10166,2024-07-09,Basic,199,6,8.9,0,1,0,11,0
10167,2023-12-06,Basic,199,6,11.0,27,0,0,9,0
10168,2023-11-27,Premium,499,0,9.8,15,0,2,19,0
10169,2024-10-01,Basic,199,0,6.7,20,1,0,19,1
10170,2024-05-20,Standard,299,2,4.0,29,1,0,21,1
10171,2023-12-14,Standard,299,4,9.1,1,0,0,14,0
10172,2024-04-17,Standard,299,3,8.3,25,0,0,12,0
10173,2023-08-19,Premium,499,4,11.7,21,2,0,1,0
10174,2023-07-09,Basic,199,3,7.4,2,1,0,1,0
10175,2023-08-13,Basic,199,8,6.8,27,0,0,17,0
10176,2024-01-20,Basic,199,6,7.1,15,0,2,4,0
10177,2024-01-12,Standard,299,3,4.3,25,0,0,13,0
10178,2023-10-10,Basic,199,0,13.8,9,0,2,23,1
10179,2024-09-24,Basic,199,2,12.6,28,0,0,11,0
10180,2024-09-19,Premium,499,3,3.1,28,0,0,18,0
10181,2023-09-16,Premium,499,6,11.2,8,0,0,12,0
10182,2023-12-25,Basic,199,3,0.6,13,0,0,19,0
10183,2024-12-10,Basic,199,4,11.9,24,1,0,20,0
10184,2024-03-31,Premium,499,9,5.2,7,0,1,1,0
10185,2024-02-15,Basic,199,7,9.4,1,0,1,18,0
10186,2024-10-10,Basic,199,3,0.3,10,0,1,2,0
10187,2023-11-14,Basic,199,2,3.2,1,0,1,11,0
10188,2024-11-07,Standard,299,2,9.9,26,0,0,15,0
10189,2023-08-13,Basic,199,2,5.2,14,0,0,15,0
10190,2023-08-22,Premium,499,4,4.6,17,0,1,6,0
10191,2024-11-14,Standard,299,6,13.6,4,0,0,4,0
10192,2024-10-25,Standard,299,3,16.8,27,0,0,12,1
10193,2024-01-09,Basic,199,3,11.7,25,0,0,23,0
10194,2024-11-02,Standard,299,5,3.6,24,1,1,11,0
10195,2024-08-30,Standard,299,5,15.1,6,0,0,8,0
10196,2024-04-16,Premium,499,5,1.8,22,2,1,2,1
10197,2023-08-21,Premium,499,7,6.8,18,0,0,16,0
10198,2024-11-22,Standard,299,3,8.2,18,0,0,2,0
10199,2023-04-23,Premium,499,2,15.7,25,0,2,21,0
10200,2024-05-11,Premium,499,1,11.7,15,0,2,4,0
10201,2024-03-17,Premium,499,6,6.1,18,2,0,2,0
10202,2024-07-17,Basic,199,4,4.2,16,0,1,9,0
10203,2023-09-25,Basic,199,4,12.0,12,0,0,13,0
10204,2024-05-24,Basic,199,6,5.9,27,0,0,20,1
10205,2024-01-21,Standard,299,1,8.9,7,0,0,2,0
10206,2024-01-22,Standard,299,4,2.5,27,0,0,19,0
10207,2023-04-23,Standard,299,3,10.3,10,0,2,8,0
10208,2024-09-04,Premium,499,4,10.0,17,1,0,11,0
10209,2024-09-16,Premium,499,4,3.0,10,0,1,8,0
10210,2023-03-22,Premium,499,4,12.1,22,0,1,16,0
10211,2024-11-29,Basic,199,2,10.2,8,0,1,23,0
10212,2023-04-23,Standard,299,2,11.0,13,0,0,20,0
10213,2023-01-02,Basic,199,7,6.5,1,1,0,17,0
10214,2024-10-03,Basic,199,7,8.7,28,0,0,15,0
10215,2023-08-08,Basic,199,2,8.3,16,0,3,7,0
10216,2024-07-19,Basic,199,5,7.4,20,0,1,1,0
10217,2023-08-13,Standard,299,3,8.7,15,0,1,14,0
10218,2024-01-20,Premium,499,4,13.0,25,0,0,16,1
10219,2024-02-07,Basic,199,1,12.3,4,1,2,21,1
10220,2024-09-29,Standard,299,3,3.3,0,0,0,3,0
10221,2023-05-10,Standard,299,5,11.9,8,0,2,18,0
10222,2023-02-22,Basic,199,2,12.8,2,1,1,19,0
10223,2024-11-14,Standard,299,4,7.4,13,0,0,6,0
10224,2024-12-30,Basic,199,5,10.0,17,0,0,23,0
10225,2024-11-02,Standard,299,2,10.0,11,0,0,9,0
10226,2024-12-10,Standard,299,5,4.6,22,0,1,13,0
10227,2024-02-20,Basic,199,4,6.5,13,0,0,12,0
10228,2023-09-04,Basic,199,3,11.0,27,0,1,15,0
10229,2024-03-14,Standard,299,4,6.0,15,0,0,7,0
10230,2023-07-22,Premium,499,5,11.9,4,0,1,12,0
10231,2023-07-03,Basic,199,5,13.2,19,0,0,17,0
10232,2023-05-03,Standard,299,6,12.6,19,0,0,13,0
10233,2024-02-05,Standard,299,0,15.9,14,0,0,23,1
10234,2023-10-21,Premium,499,3,7.6,8,0,0,17,0
10235,2023-10-07,Premium,499,4,8.7,24,0,2,8,0
10236,2024-09-01,Standard,299,2,9.3,16,0,0,18,0
10237,2023-07-17,Standard,299,6,7.8,11,1,0,2,1
10238,2024-05-25,Premium,499,3,10.2,12,1,0,17,0
10239,2023-05-24,Basic,199,5,1.2,9,0,1,12,1
10240,2024-08-31,Basic,199,1,8.8,6,1,1,13,0
10241,2023-07-20,Basic,199,2,2.5,26,0,1,15,0
10242,2023-05-04,Premium,499,3,4.1,23,0,0,11,1
10243,2023-07-06,Premium,499,3,10.9,20,0,0,9,0
10244,2023-11-22,Basic,199,3,7.2,6,0,1,8,0
10245,2024-04-08,Standard,299,3,10.8,7,0,0,20,0
10246,2023-12-15,Standard,299,4,7.1,23,0,1,15,0
10247,2024-10-21,Basic,199,7,12.4,14,0,0,17,0
10248,2024-02-07,Premium,499,4,7.0,24,0,0,14,0
10249,2023-12-12,Basic,199,6,0.2,20,0,0,5,0
10250,2024-05-25,Basic,199,5,8.9,17,0,1,16,1
10251,2023-05-27,Standard,299,1,0.0,21,0,1,8,1
10252,2023-05-28,Standard,299,2,2.2,0,0,0,17,0
10253,2024-12-11,Basic,199,6,4.5,9,0,0,22,0
10254,2024-05-03,Standard,299,3,4.0,21,1,0,11,1
10255,2024-10-01,Standard,299,6,5.8,18,0,2,22,0
10256,2024-07-04,Basic,199,7,3.8,28,0,0,18,0
10257,2023-12-04,Basic,199,5,2.4,2,0,1,2,0
10258,2024-10-02,Standard,299,7,14.2,6,1,1,1,0
10259,2024-04-17,Basic,199,2,5.3,3,0,3,22,0
10260,2023-05-31,Premium,499,8,0.0,4,0,1,9,1
10261,2024-02-19,Premium,499,7,6.6,5,0,0,8,0
10262,2023-10-25,Premium,499,4,3.5,27,0,1,21,0
10263,2024-09-02,Basic,199,5,4.5,9,0,2,2,0
10264,2023-09-20,Premium,499,1,10.8,11,0,0,12,1
10265,2023-05-24,Standard,299,3,6.2,13,0,0,6,0
10266,2023-12-12,Basic,199,3,3.4,21,0,0,2,0
10267,2024-09-15,Basic,199,2,9.8,1,0,1,12,0
10268,2024-07-25,Basic,199,5,12.6,2,0,1,18,0
10269,2023-01-02,Standard,299,5,10.1,0,0,1,5,0
10270,2023-10-31,Standard,299,2,0.0,2,2,0,13,0
10271,2023-09-11,Basic,199,6,3.5,23,2,0,23,0
10272,2024-10-13,Standard,299,1,8.2,14,1,0,23,1
10273,2024-03-28,Basic,199,4,7.0,15,2,2,4,0
10274,2023-02-06,Standard,299,1,6.7,19,0,0,8,1
10275,2023-06-09,Basic,199,1,4.1,1,1,2,23,0
10276,2023-01-09,Premium,499,3,2.4,19,0,0,10,1
10277,2023-08-21,Premium,499,3,16.0,15,0,0,21,0
10278,2023-04-09,Standard,299,1,8.1,29,0,0,14,0
10279,2024-10-20,Basic,199,5,10.6,14,0,0,20,0
10280,2023-07-27,Basic,199,6,8.0,6,2,0,2,0
10281,2023-05-11,Premium,499,0,8.2,24,0,0,2,0
10282,2024-02-08,Basic,199,2,7.8,4,1,0,4,1
10283,2023-06-01,Basic,199,5,3.5,28,0,0,11,1
10284,2023-02-23,Basic,199,3,1.9,4,0,0,22,0
10285,2023-04-30,Standard,299,5,9.5,27,0,0,9,1
10286,2024-11-03,Standard,299,2,8.8,20,0,0,18,0
10287,2024-09-19,Premium,499,6,11.8,25,1,0,23,0
10288,2024-08-09,Basic,199,4,10.9,8,2,0,17,0
10289,2024-09-16,Basic,199,2,4.8,22,0,1,2,0
10290,2024-02-24,Premium,499,4,12.5,13,1,1,7,1
10291,2024-02-26,Premium,499,6,11.1,18,0,0,12,1
10292,2023-04-14,Basic,199,5,10.8,29,0,1,16,1
10293,2023-09-11,Standard,299,5,17.0,17,0,0,10,0
10294,2023-08-15,Basic,199,6,16.2,8,0,0,11,0
10295,2023-04-22,Premium,499,4,10.8,2,0,0,9,0
10296,2024-05-24,Basic,199,8,10.3,28,0,0,4,0
10297,2024-04-17,Premium,499,0,12.3,10,0,1,16,0
10298,2023-04-09,Standard,299,2,5.7,23,0,1,19,0
10299,2023-06-02,Standard,299,1,5.7,14,0,0,20,1
10300,2023-12-04,Basic,199,1,10.7,27,0,1,5,1
10301,2024-12-06,Standard,299,6,4.6,3,1,1,12,0
10302,2023-06-12,Standard,299,8,10.4,20,0,0,10,0
10303,2024-12-20,Basic,199,3,8.6,23,0,0,14,1
10304,2024-11-11,Standard,299,3,4.6,4,1,0,20,0
10305,2023-06-10,Premium,499,8,8.1,25,0,0,20,0
10306,2024-08-02,Standard,299,4,13.2,17,0,0,12,0
10307,2024-02-02,Standard,299,3,8.3,21,0,0,23,0
10308,2023-10-04,Basic,199,9,8.3,22,0,0,4,1
10309,2024-05-18,Standard,299,2,9.3,11,0,0,20,0
10310,2024-01-27,Basic,199,5,9.8,0,0,1,9,0
10311,2023-05-15,Standard,299,5,6.7,25,0,1,14,0
10312,2023-07-14,Premium,499,4,9.4,24,0,0,5,1
10313,2024-02-05,Standard,299,3,3.8,21,0,1,9,0
10314,2024-10-01,Basic,199,6,4.8,19,1,1,2,1
10315,2023-02-02,Basic,199,3,5.3,1,0,0,12,0
10316,2024-11-18,Standard,299,2,9.9,8,0,0,12,0
10317,2024-04-04,Standard,299,1,8.6,21,0,1,13,0
10318,2024-04-14,Premium,499,2,7.5,24,1,1,21,1
10319,2024-01-10,Premium,499,1,10.8,17,0,1,11,1
10320,2023-01-22,Standard,299,3,9.5,4,0,1,23,0
10321,2024-10-31,Basic,199,8,6.8,21,0,0,8,1
10322,2023-02-07,Basic,199,1,3.9,13,0,0,21,0
10323,2023-08-18,Basic,199,4,4.7,10,0,1,12,0
10324,2023-12-31,Basic,199,8,2.1,20,0,2,9,1
10325,2024-07-16,Standard,299,3,8.6,21,0,0,12,0
10326,2024-03-13,Standard,299,3,4.6,2,0,1,11,0
10327,2023-10-10,Standard,299,7,6.0,8,0,1,19,0
10328,2023-01-27,Basic,199,4,7.5,1,0,1,8,0
10329,2023-08-14,Basic,199,2,12.2,13,0,1,7,0
10330,2023-10-04,Basic,199,1,11.7,27,0,1,21,1
10331,2024-08-31,Basic,199,7,7.8,1,1,1,14,0
10332,2023-10-11,Premium,499,5,13.1,20,0,1,22,0
10333,2024-04-25,Basic,199,2,0.0,26,2,0,2,0
10334,2024-03-28,Standard,299,6,15.5,9,0,2,20,0
10335,2024-10-20,Basic,199,3,10.8,18,0,1,12,0
10336,2024-05-30,Premium,499,3,8.4,28,0,0,1,1
10337,2024-06-30,Standard,299,1,4.4,28,0,0,21,0
10338,2023-07-11,Basic,199,5,6.2,1,0,0,10,0
10339,2023-02-18,Standard,299,3,10.4,15,0,0,1,0
10340,2024-05-26,Standard,299,4,10.5,5,0,1,22,1
10341,2023-01-17,Premium,499,4,10.7,11,1,0,10,0
10342,2023-06-21,Basic,199,7,5.1,21,0,1,8,0
10343,2023-08-08,Premium,499,4,4.3,6,2,0,13,0
10344,2023-06-07,Premium,499,3,8.8,3,1,0,14,1
10345,2024-04-21,Premium,499,2,11.1,7,0,1,10,0
10346,2023-02-15,Standard,299,2,8.0,18,0,1,1,0
10347,2024-01-08,Standard,299,2,13.9,9,0,0,6,0
10348,2024-06-01,Standard,299,4,8.1,0,0,0,12,0
10349,2023-04-09,Premium,499,4,8.0,4,0,2,20,0
10350,2023-02-06,Standard,299,4,10.7,5,0,0,15,1
10351,2023-10-07,Standard,299,4,12.9,26,0,0,13,0
10352,2023-12-15,Standard,299,5,2.6,28,0,0,15,0
10353,2024-05-11,Standard,299,3,3.5,18,0,1,16,0
10354,2023-10-29,Premium,499,3,6.7,17,0,0,12,0
10355,2023-06-30,Basic,199,1,20.6,18,0,1,20,0
10356,2024-08-29,Premium,499,6,7.0,18,1,1,11,0
10357,2023-04-09,Standard,299,6,7.5,22,1,0,12,0
10358,2024-11-30,Premium,499,5,10.5,0,0,0,2,1
10359,2023-04-26,Standard,299,4,11.9,26,1,0,22,0
10360,2023-07-10,Basic,199,3,8.7,19,0,2,3,0
10361,2023-09-10,Premium,499,2,12.7,10,1,1,17,0
10362,2023-06-10,Basic,199,3,3.2,2,0,0,14,0
10363,2023-09-13,Premium,499,4,4.9,9,0,0,7,0
10364,2023-11-19,Standard,299,4,12.6,26,0,1,20,0
10365,2023-05-08,Standard,299,4,8.0,6,0,2,14,1
10366,2023-01-18,Basic,199,8,3.0,16,1,1,9,1
10367,2024-07-19,Standard,299,3,2.7,23,0,1,10,1
10368,2024-07-23,Basic,199,4,4.8,25,0,2,11,0
10369,2023-11-19,Basic,199,3,8.0,15,0,0,11,0
10370,2024-11-16,Basic,199,5,9.9,6,0,0,19,0
10371,2024-09-17,Basic,199,6,6.7,12,0,1,13,0
10372,2023-10-15,Premium,499,7,9.5,11,1,2,10,0
10373,2024-10-24,Premium,499,7,6.3,11,0,1,16,0
10374,2024-09-30,Basic,199,3,12.9,7,0,1,10,0
10375,2023-06-04,Standard,299,3,18.2,7,1,0,10,0
10376,2024-05-04,Basic,199,3,6.4,12,0,0,12,0
10377,2024-01-21,Standard,299,3,9.9,10,0,1,1,0
10378,2023-04-14,Premium,499,7,9.6,24,0,0,18,1
10379,2024-01-28,Premium,499,4,8.6,0,0,0,20,0
10380,2023-09-03,Standard,299,5,10.6,24,0,0,11,0
10381,2023-06-25,Premium,499,2,9.9,16,0,0,7,1
10382,2023-02-08,Basic,199,5,6.1,18,0,1,14,0
10383,2024-04-21,Premium,499,6,13.3,12,1,0,8,1
10384,2024-11-12,Basic,199,10,8.8,22,0,0,4,0
10385,2024-06-21,Standard,299,2,6.5,14,1,0,3,0
10386,2024-02-12,Standard,299,6,17.8,28,0,0,10,1
10387,2024-06-08,Standard,299,7,7.5,23,0,1,9,0
10388,2024-05-20,Basic,199,3,9.0,11,0,0,15,0
10389,2023-02-05,Premium,499,5,8.7,20,0,0,8,0
10390,2024-11-15,Basic,199,2,7.5,16,0,0,13,0
10391,2023-01-20,Standard,299,4,9.8,2,0,0,22,0
10392,2023-11-17,Basic,199,3,4.6,6,1,1,7,0
10393,2024-05-26,Basic,199,3,10.4,1,0,0,13,0
10394,2024-02-04,Standard,299,1,1.0,1,0,0,6,1
10395,2024-10-15,Standard,299,6,2.8,24,0,2,10,0
10396,2024-04-15,Basic,199,3,15.3,5,1,0,19,1
10397,2023-05-23,Basic,199,7,3.0,3,0,0,11,1
10398,2023-04-02,Standard,299,6,0.2,15,0,0,16,0
10399,2023-12-20,Premium,499,3,3.1,14,1,0,22,1
10400,2024-12-27,Premium,499,3,15.0,9,1,1,20,0
10401,2023-02-20,Basic,199,2,0.8,13,0,0,21,1
10402,2024-10-26,Basic,199,4,4.2,8,0,1,23,0
10403,2024-11-28,Basic,199,5,2.2,14,0,0,14,1
10404,2024-07-28,Basic,199,6,6.9,6,1,0,23,1
10405,2023-07-09,Standard,299,5,6.3,6,0,0,9,0
10406,2023-05-05,Standard,299,1,6.1,7,0,1,16,0
10407,2023-05-30,Basic,199,8,15.4,18,0,2,9,0
10408,2023-11-10,Basic,199,8,3.2,17,0,0,6,0
10409,2024-07-23,Basic,199,3,7.6,16,0,0,6,0
10410,2023-12-08,Premium,499,6,9.4,17,0,1,18,0
10411,2023-11-01,Premium,499,4,4.1,18,0,0,19,1
10412,2024-11-22,Basic,199,3,9.9,20,1,1,17,1
10413,2024-11-12,Basic,199,7,6.4,7,1,0,4,0
10414,2023-02-23,Premium,499,3,9.5,12,1,1,21,0
10415,2024-03-19,Premium,499,4,7.6,26,1,0,19,0
10416,2024-09-04,Standard,299,7,0.0,10,0,1,23,0
10417,2023-09-21,Basic,199,4,13.2,28,0,0,21,0
10418,2023-02-22,Basic,199,6,16.3,18,0,0,11,0
10419,2024-07-25,Standard,299,5,7.3,6,0,2,21,0
10420,2024-09-11,Basic,199,11,4.4,26,0,0,22,0
10421,2023-01-05,Basic,199,3,14.0,26,0,1,11,1
10422,2023-04-13,Standard,299,4,15.6,4,1,0,11,0
10423,2023-07-15,Basic,199,2,7.3,4,0,0,22,0
10424,2023-12-16,Premium,499,3,7.1,29,0,0,19,1
10425,2023-02-16,Basic,199,0,7.7,7,0,0,8,0
10426,2024-10-17,Basic,199,5,1.3,9,1,1,23,1
10427,2023-09-26,Standard,299,5,6.8,4,1,0,16,0
10428,2024-01-05,Basic,199,2,14.9,25,0,0,21,0
10429,2024-09-27,Premium,499,3,7.3,14,0,0,23,0
10430,2023-04-16,Standard,299,6,3.8,22,0,0,8,0
10431,2024-10-31,Basic,199,3,10.0,15,1,0,9,0
10432,2024-10-20,Standard,299,4,5.3,28,0,0,12,0
10433,2024-10-18,Basic,199,5,7.7,27,0,0,12,0
